,proj_id,regis_id,regis_date,cancel_date,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,permit_us_investment,invest_country_flag,proj_retail_type,proj_term_flag,proj_term_dd,proj_term_mm,proj_term_yy,spec_code,spec_desc,risk_spectrum,risk_spectrum_desc,fund_suitable_desc
0,M0095_2563,MF0197_2563,2020-07-21,-,กองทุนเปิดเอ็กซ์สปริง หุ้นไทยยั่งยืนซิสเทมาติก,XSpringam Sustainable Thai Equity Systematic Fund,X-SEQS,RG,C0000006099,,3,R,N,,,,SSF,กองทุนรวมเพื่อการออม ,,,<div>&nbsp;</div><div>เหมาะสำหรับผู้ลงทุนทั่วไปที่ต้องการได้รับทั้งเงินปันผลระหว่างการลงทุนและผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาว </div><div>&nbsp;</div><div>เหมาะสำหรับผู้ลงทุนทั่วไปที่ต้องการได้รับผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาวในรูปแบบของผลตอบแทนรวม (Total Return)</div><div>&nbsp;</div><div>เหมาะสำหรับผู้ลงทุนสถาบัน บุคคล นิติบุคคล ผู้ลงทุนรายใหญ่ และผู้มีเงินลงทุนสูง ที่ต้องการได้รับทั้งเงินปันผลระหว่างการลงทุนและผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาว</div><div>&nbsp;</div><div>เหมาะสำหรับผู้ลงทุนสถาบัน บุคคล นิติบุคคล ผู้ลงทุนรายใหญ่และผู้มีเงินลงทุนสูง ที่ต้องการได้รับผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาวในรูปแบบของผลตอบแทนรวม (Total Return)</div><div>&nbsp;</div><div>ผู้ลงทุนทั่วไปที่ลงทุนเพื่อรับสิทธิประโยชน์ทางภาษีและยอมรับเงื่อนไขในการลงทุนตามที่กฎหมายกำหนด รวมถึงความคาดหวังที่จะได้รับทั้งเงินปันผลระหว่างการลงทุนและผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาว</div><div>&nbsp;</div><div>ผู้ลงทุนทั่วไปที่ลงทุนเพื่อรับสิทธิประโยชน์ทางภาษีและยอมรับเงื่อนไขในการลงทุนตามที่กฎหมายกำหนด รวมถึงความคาดหวังที่จะได้รับผลตอบแทนจากการเพิ่มขึ้นของมูลค่าหน่วยลงทุนในระยะยาวในรูปแบบของผลตอบแทนรวม (Total Return)</div><br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป
1,M0257_2550,186_2550,2007-06-27,-,กองทุนเปิดเอคควิตี้โปร หุ้นระยะยาว,EQUITY PRO LTF,EP-LTF,RG,C0000006099,,3,R,N,,,,LTF,กองทุนรวมหุ้นระยะยาว,,,-&nbsp;เหมาะสมกับเงินลงทุนของผู้ลงทุนที่ต้องการสร้างผลตอบแทนจากการลงทุนในหุ้นและยอมรับความเสี่ยงจากการลงทุนในหุ้นได้<br>-&nbsp;บุคคลธรรมดาที่ต้องการลงทุนระยะยาว โดยหากลงทุนตามเงื่อนไขที่กฎหมายกำหนดจะได้รับสิทธิประโยชน์ทางภาษี ทั้งนี้ กรณีลงทุนตั้งแต่ปีภาษี 2559 เป็นต้นไป ต้องถือครองหน่วยลงทุนไม่น้อยกว่า 7 ปีปฏิทิน<br><div><br></div>
2,M0359_2552,549_2552,2009-11-12,-,กองทุนเปิดเอ็กซ์สปริงตราสารทุนเพื่อการเลี้ยงชีพ,XSpringam Equity RMF,X-EQRMF,RG,C0000006099,N,3,R,N,,,,RMF,กองทุนรวมเพื่อการเลี้ยงชีพ,RS6,,- เหมาะสมกับเงินลงทุนของผู้ลงทุนที่ต้องการสร้างผลตอบแทนจากการลงทุนในหุ้น และยอมรับความเสี่ยงจากการลงทุนในหุ้นได้<br>- บุคคลธรรมดาที่ต้องการลงทุนระยะยาวสำหรับเตรียมไว้ใช้จ่ายเมื่อเกษียณอายุ โดยหากลงทุนตามเงื่อนไขที่กฎหมายกำหนดจะได้รับสิทธิประโยชน์ทางภาษี
